LINK,state,permalink,shortlink,title,body,share header,share subhead,share text,image location,hashtags
https://share.commoncause.org/vote-mississippi,Mississippi,/voting-info/mississippi,/vote-mississippi,Mississippi - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.sos.ms.gov/PollingPlace/Pages/default.aspx)
* [Absentee Voting Information >>](https://www.sos.ms.gov/Content/documents/Elections/VoterInformationGuide.pdf)
* [Voter ID Requirements >>](http://msvoterid.ms.gov/)
* Track Your Absentee Ballot :Voters in Mississippi should [directly contact their local election officials >>](https://www.sos.ms.gov/Elections-Voting/Pages/County-Election-Info.aspx)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Mississippi voting information!","Mississippi: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MISSISSIPPI.png,
https://share.commoncause.org/vote-missouri,Missouri,/voting-info/missouri,/vote-missouri,Missouri - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.sos.mo.gov/elections/pollingplacelookup/)
* [Absentee Voting Information >>](https://www.sos.mo.gov/elections/govotemissouri/howtovote#Absentee)
* [Voter ID Requirements >>](http://s1.sos.mo.gov/elections/goVoteMissouri/howtovote#forms)
* Track Your Absentee Ballot: Voters in Missouri should [directly contact their local election officials >>](https://www.sos.mo.gov/elections/govotemissouri/localelectionauthority)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Missouri voting information!","Missouri: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MISSOURI.png,
https://share.commoncause.org/vote-montana,Montana,/voting-info/montana,/vote-montana,Montana - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://app.mt.gov/voterinfo/)
* [Absentee Voting Information >>](http://sos.mt.gov/elections/absentee)
* [Voter ID Requirements >>](https://sosmt.gov/elections/faq/#identification)
* [Track Your Absentee Ballot >>](https://app.mt.gov/voterinfo/)
* [Voting FAQ >>](https://docs.google.com/document/d/1QecCxmOO4bxf-bo4-vLT14hQuGoOzLuXikwcgtm2qWk/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Montana voting information!","Montana: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/MONTANA.png,
https://share.commoncause.org/vote-nebraska,Nebraska,/voting-info/nebraska,/vote-nebraska,Nebraska - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://www.votercheck.necvr.ne.gov/)
* [Absentee Voting Information >>](https://sos.nebraska.gov/elections/early-voting)
* [Voter ID Requirements >>](https://sos.nebraska.gov/elections/election-day-faq)
* [Track Your Absentee Ballot >>](https://www.votercheck.necvr.ne.gov/voterview)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Nebraska voting information!","Nebraska: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEBRASKA.png,
https://share.commoncause.org/vote-nevada,Nevada,/voting-info/nevada,/vote-nevada,Nevada - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://nvsos.gov/votersearch/)
* [Absentee Voting Information >>](https://www.nvsos.gov/sos/elections/voters/absentee-voting)
* [Voter ID Requirements >>](https://www.nvsos.gov/sos/sos-information/office-facts/faqs-all-division/elections#472)
* [Track Your Absentee Ballot >>](https://www.nvsos.gov/votersearch/)
* [Voting FAQ >>](https://docs.google.com/document/d/1TjnSBC5w2N5u_omjzgMJFXsawsoMJtwRD0rDoHd5BL0/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Nevada voting information!","Nevada: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEVADA.png,
https://share.commoncause.org/vote-new hampshire,New Hampshire,/voting-info/new hampshire,/vote-new hampshire,New Hampshire - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://app.sos.nh.gov/Public/PollingPlaceSearch.aspx)
* [Absentee Voting Information >>](https://sos.nh.gov/elections/voters/absentee-ballots/)
* [Voter ID Requirements >>](https://sos.nh.gov/elections/information/election-laws/voter-identification-law/)
* [Track Your Absentee Ballot >>](https://app.sos.nh.gov/Public/AbsenteeBallot.aspx)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable New Hampshire voting information!","New Hampshire: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEW HAMPSHIRE.png,
https://share.commoncause.org/vote-new jersey,New Jersey,/voting-info/new jersey,/vote-new jersey,New Jersey - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://voter.njsvrs.com/PublicAccess/servlet/com.saber.publicaccess.control.PublicAccessNavigationServlet?USERPROCESS=MaintainUserAccount)
* [Absentee Voting Information >>](https://www.state.nj.us/state/elections/vote-by-mail.shtml)
* [Voter ID Requirements >>](http://www.state.nj.us/state/elections/vote_id_req.html)
* [Track Your Absentee Ballot >>](https://voter.svrs.nj.gov/auth/sign-up)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable New Jersey voting information!","New Jersey: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEW JERSEY.png,
https://share.commoncause.org/vote-new mexico,New Mexico,/voting-info/new mexico,/vote-new mexico,New Mexico - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://voterportal.servis.sos.state.nm.us/WhereToVote.aspx)
* [Absentee Voting Information >>](http://www.sos.state.nm.us/Voter_Information/Absentee_and_Early_Voting.aspx)
* [Voter ID Requirements >>](http://www.sos.state.nm.us/Voter_Information/voting-2.aspx)
* [Track Your Absentee Ballot >>](https://voterportal.servis.sos.state.nm.us/wheretovote.aspx)
* [Voting FAQ >>](https://docs.google.com/document/d/11fDbFwvYOaZKWwzqWDuLFkkrO-f1fvBoO6hfcO6PTOM/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable New Mexico voting information!","New Mexico: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEW MEXICO.png,
https://share.commoncause.org/vote-new york,New York,/voting-info/new york,/vote-new york,New York - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://voterlookup.elections.ny.gov/)
* [Absentee Voting Information >>](http://www.elections.ny.gov/VotingAbsentee.html)
* [Voter ID Requirements >>](http://www.elections.ny.gov/VotingRegister.html)
* [Track Your Absentee Ballot: Voters in New York City can [track their ballot >>](https://nycabsentee.com/tracking)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable New York voting information!","New York: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NEW YORK.png,
https://share.commoncause.org/vote-north carolina,North Carolina,/voting-info/north carolina,/vote-north carolina,North Carolina - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://vt.ncsbe.gov/PPLkup/)
* [Absentee Voting Information >>](https://www.ncsbe.gov/Voting-Options/Absentee-Voting)
* [Voter ID Requirements >>](https://www.ncsbe.gov/voting/voter-id)
* [Track Your Absentee Ballot >>](https://northcarolina.ballottrax.net/voter/)
* [Voting FAQ >>](https://docs.google.com/document/d/1rgpgu7R8cbaMlgOA8qMLABNvXFnR48a4YAr_7BHxp10/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable North Carolina voting information!","North Carolina: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NORTH CAROLINA.png,
https://share.commoncause.org/vote-north dakota,North Dakota,/voting-info/north dakota,/vote-north dakota,North Dakota - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://vip.sos.nd.gov/WhereToVote.aspx?tab=AddressandVotingTimes)
* [Absentee Voting Information >>](http://www.nd.gov/sos/electvote/voting/voting-absentee.html)
* [Voter ID Requirements >>](https://vip.sos.nd.gov/IDRequirements.aspx?ptlhPKID=103&amp;ptlPKID=7)
* [Track Your Absentee Ballot >>](https://vip.sos.nd.gov/AbsenteeTracker.aspx)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable North Dakota voting information!","North Dakota: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/NORTH DAKOTA.png,
https://share.commoncause.org/vote-ohio,Ohio,/voting-info/ohio,/vote-ohio,Ohio - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://www.sos.state.oh.us/elections/voters/toolkit/polling-location/)
* [Absentee Voting Information >>](https://www.sos.state.oh.us/elections/voters/absentee-voting/#byMail)
* [Voter ID Requirements >>](https://www.sos.state.oh.us/elections/voters/id-requirements/)
* [Track Your Absentee Ballot >>](https://www.sos.state.oh.us/elections/voters/toolkit/ballot-tracking/)
* [Voting FAQ >>](https://docs.google.com/document/d/1rgpgu7R8cbaMlgOA8qMLABNvXFnR48a4YAr_7BHxp10/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Ohio voting information!","Ohio: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/OHIO.png,
https://share.commoncause.org/vote-oklahoma,Oklahoma,/voting-info/oklahoma,/vote-oklahoma,Oklahoma - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://okvoterportal.okelections.us/)
* [Absentee Voting Information >>](https://www.ok.gov/elections/Voter_Info/Absentee_Voting/index.html)
* [Voter ID Requirements >>](http://www.ok.gov/elections/Voter_Info/Proof_of_Identity/index.html)
* [Track Your Absentee Ballot >>](https://okvoterportal.okelections.us/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Oklahoma voting information!","Oklahoma: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/OKLAHOMA.png,
https://share.commoncause.org/vote-oregon,Oregon,/voting-info/oregon,/vote-oregon,Oregon - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](http://www.sos.state.or.us/dropbox/)
* [Absentee Voting Information >>](https://sos.oregon.gov/voting/Pages/voteinor.aspx)
* [Voter ID Requirements >>](http://www.sos.state.or.us/elections/pages/faq/index.html#voting)
* [Track Your Absentee Ballot >>](https://secure.sos.state.or.us/orestar/vr/showVoterSearch.do)
* [Voting FAQ >>](https://docs.google.com/document/d/1rgpgu7R8cbaMlgOA8qMLABNvXFnR48a4YAr_7BHxp10/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Oregon voting information!","Oregon: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/OREGON.png,
https://share.commoncause.org/vote-pennsylvania,Pennsylvania,/voting-info/pennsylvania,/vote-pennsylvania,Pennsylvania - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://www.pavoterservices.pa.gov/Pages/PollingPlaceInfo.aspx)
* [Absentee Voting Information >>](http://www.votespa.com/en-us/voting-and-elections/types-of-voting/Pages/Absentee-Ballot.aspx)
* [Voter ID Requirements >>](https://www.votespa.com/Register-to-Vote/Pages/Voter-ID-for-First-Time-Voters.aspx)
* [Track Your Absentee Ballot >>](https://www.pavoterservices.pa.gov/pages/ballottracking.aspx)
* [Voting FAQ >>](https://docs.google.com/document/d/1rgpgu7R8cbaMlgOA8qMLABNvXFnR48a4YAr_7BHxp10/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Pennsylvania voting information!","Pennsylvania: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/PENNSYLVANIA.png,
https://share.commoncause.org/vote-rhode island,Rhode Island,/voting-info/rhode island,/vote-rhode island,Rhode Island - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://vote.sos.ri.gov/Home/)
* [Absentee Voting Information >>](https://vote.sos.ri.gov/Voter/VotebyMail?ActiveFlag=4)
* [Voter ID Requirements >>](https://vote.sos.ri.gov/Content/Pdfs/voter_id_information.pdf)
* [Track Your Absentee Ballot >>](https://vote.sos.ri.gov/Home/UpdateVoterRecord?ActiveFlag=3)
* [Voting FAQ >>](https://docs.google.com/document/d/1mx8lF0dS0zjPTKCXgu_YKUmgbskMomaXe-dHmbiuPno/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Rhode Island voting information!","Rhode Island: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/RHODE ISLAND.png,
https://share.commoncause.org/vote-south carolina,South Carolina,/voting-info/south carolina,/vote-south carolina,South Carolina - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://info.scvotes.sc.gov/eng/voterinquiry/VoterInformationRequest.aspx?PageMode=VoterInfo)
* [Absentee Voting Information >>](https://www.scvotes.org/absentee-voting)
* [Voter ID Requirements >>](https://www.scvotes.org/node/235)
* [Track Your Absentee Ballot >>](https://info.scvotes.sc.gov/eng/voterinquiry/VoterInformationRequest.aspx?PageMode=AbsenteeInfo)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable South Carolina voting information!","South Carolina: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/SOUTH CAROLINA.png,
https://share.commoncause.org/vote-south dakota,South Dakota,/voting-info/south dakota,/vote-south dakota,South Dakota - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://vip.sdsos.gov/VIPLogin.aspx)
* [Absentee Voting Information >>](https://sdsos.gov/elections-voting/voting/absentee-voting.aspx)
* [Voter ID Requirements >>](https://sdsos.gov/elections-voting/voting/default.aspx)
* [Track Your Absentee Ballot >>](https://vip.sdsos.gov/VIPLogin.aspx)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable South Dakota voting information!","South Dakota: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/SOUTH DAKOTA.png,
https://share.commoncause.org/vote-tennessee,Tennessee,/voting-info/tennessee,/vote-tennessee,Tennessee - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://tnmap.tn.gov/voterlookup/)
* [Absentee Voting Information >>](https://www.votetexas.gov/voting/when.html#early-voting)
* [Voter ID Requirements >>](https://sos.tn.gov/products/elections/what-id-required-when-voting)
* [Track Your Absentee Ballot >>](https://www.txballot.org/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Tennessee voting information!","Tennessee: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/TENNESSEE.png,
https://share.commoncause.org/vote-texas,Texas,/voting-info/texas,/vote-texas,Texas - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://teamrv-mvp.sos.texas.gov/MVP/mvp.do)
* [Absentee Voting Information >>](https://sos.tn.gov/products/elections/absentee-voting)
* [Voter ID Requirements >>](https://www.votetexas.gov/faq/index.html)
* [Track Your Absentee Ballot >>](https://tnmap.tn.gov/voterlookup/)
* [Voting FAQ >>](https://docs.google.com/document/d/1mx8lF0dS0zjPTKCXgu_YKUmgbskMomaXe-dHmbiuPno/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Texas voting information!","Texas: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/TEXAS.png,
https://share.commoncause.org/vote-utah,Utah,/voting-info/utah,/vote-utah,Utah - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://votesearch.utah.gov/voter-search/search/search-by-address/how-and-where-can-i-vote)
* [Absentee Voting Information >>](https://voteinfo.utah.gov/learn-about-voting-by-mail-and-absentee-voting/)
* [Voter ID Requirements >>](https://voteinfo.utah.gov/voter-id-requirements/)
* [Track Your Absentee Ballot >>](https://votesearch.utah.gov/voter-search/search/search-by-voter/track-mail-ballot)
* [Voting FAQ >>](https://docs.google.com/document/d/1tdgsKlCjpwjzDRJNE6_No5lV3ROd-APOFy_bBE76exg/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Utah voting information!","Utah: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/UTAH.png,
https://share.commoncause.org/vote-vermont,Vermont,/voting-info/vermont,/vote-vermont,Vermont - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://www.mvp.sec.state.vt.us/)
* [Absentee Voting Information >>](https://sos.vermont.gov/elections/voters/early-absentee-voting/)
* [Voter ID Requirements >>](https://sos.vermont.gov/elections/voters/registration/)
* [Track Your Absentee Ballot >>](https://mvp.vermont.gov/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Vermont voting information!","Vermont: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/VERMONT.png,
https://share.commoncause.org/vote-virginia,Virginia,/voting-info/virginia,/vote-virginia,Virginia - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://vote.elections.virginia.gov/VoterInformation/Lookup/polling)
* [Absentee Voting Information >>](http://www.elections.virginia.gov/casting-a-ballot/absentee-voting/)
* [Voter ID Requirements >>](http://www.elections.virginia.gov/registration/photo-ids-required-to-vote/index.html)
* [Track Your Absentee Ballot >>](https://www.elections.virginia.gov/citizen-portal/)
* [Voting FAQ >>](https://docs.google.com/document/d/15Sl9ji8dlAxDbbLC-8DRvfWeZTtHs5KHa29a7v33le8/)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Virginia voting information!","Virginia: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/VIRGINIA.png,
https://share.commoncause.org/vote-washington,Washington,/voting-info/washington,/vote-washington,Washington - Call 866-OUR-VOTE if you need help voting!,"### **If you have any issues or questions while voting, [call 866-OUR-VOTE](tel:8666878683) for nonpartisan assistance.**

**You can also find reliable voting information on these official state websites:**

* [Find Your Polling Place >>](https://voter.votewa.gov/WhereToVote.aspx)
* [Absentee Voting Information >>](https://www.sos.wa.gov/elections/faq_vote_by_mail.aspx)
* [Voter ID Requirements >>](http://www.sos.wa.gov/elections/voters.aspx)
* [Track Your Absentee Ballot >>](https://voter.votewa.gov/WhereToVote.aspx#/login)

**Use the buttons on this page to help share this helpful voting information with your community -- and help your friends, family, and neighbors cast their ballots safely!**

Remember, your vote is your voice -- and it's important that each of us have a say in our future. And, if you are in line when polls close, you still have the right to stay in line and cast your ballot!

**Live in another state? [Visit canivote.org to find official voting info >>](https://canivote.org)**",Spread The Word,"Use these sharing tools to post trusted, reliable Washington voting information!","Washington: know your voting rights! Call 866-OUR-VOTE if you need help voting, or use these official resources.",/WASHINGTON.png,
